iter	Logloss
221	0.404284019
222	0.404187334
223	0.4039877195
224	0.4038413844
225	0.4037382872
226	0.4035534336
227	0.403421026
228	0.4033745633
229	0.4033672485
230	0.4032557635
231	0.4032252452
232	0.402903881
233	0.4027442661
234	0.4026271956
235	0.4024735375
236	0.4021435088
237	0.4018452312
238	0.4017675809
239	0.401516162
240	0.401332032
241	0.4011064028
242	0.4010088225
243	0.4004348898
244	0.3999419926
245	0.3997300615
246	0.3995946264
247	0.3992126213
248	0.3986812065
249	0.3985769849
250	0.3985184972
251	0.3982647105
252	0.3979866327
253	0.3979086811
254	0.3978177573
255	0.3977674135
256	0.3973925207
257	0.3968565896
258	0.3967335672
259	0.3964076145
260	0.3962893683
261	0.3962016725
262	0.3960127452
263	0.3956721668
264	0.3955718309
265	0.3953325776
266	0.3949759424
267	0.394606075
268	0.3942911522
269	0.3940436471
270	0.3940307093
271	0.3938960553
272	0.3937148557
273	0.3935009171
274	0.3933367057
275	0.3930493623
276	0.392947925
277	0.3927794651
278	0.3924350552
279	0.392348197
280	0.3920824687
281	0.3918605035
282	0.3916265888
283	0.3914289403
284	0.3911385256
285	0.3907235232
286	0.3905645036
287	0.3904149385
288	0.3901596254
289	0.3901044724
290	0.3900625189
291	0.3900100424
292	0.3900080996
293	0.3899219577
294	0.3896318302
295	0.3892766142
296	0.3891321519
297	0.3888220154
298	0.3882833357
299	0.3881753728
300	0.3880722421
301	0.3879351805
302	0.387897714
303	0.3877738798
304	0.3877424526
305	0.3874696815
306	0.387380626
307	0.3867927034
308	0.3867180445
309	0.3866555099
310	0.3865512784
311	0.3863858561
312	0.3863704417
313	0.3860839876
314	0.3860056809
315	0.3858344205
316	0.3857371101
317	0.3857277418
318	0.385586402
319	0.3855459797
320	0.3851646291
321	0.3850594924
322	0.3849969477
323	0.3849878284
324	0.3849457734
325	0.3848671556
326	0.3845908043
327	0.3843908693
328	0.3842726664
329	0.3837743453
330	0.3834511473
331	0.3833269064
332	0.3831353342
333	0.3829788889
334	0.3828778521
335	0.3827365512
336	0.3826824106
337	0.3826816813
338	0.3823088595
339	0.3822362327
340	0.3818684895
341	0.3817219834
342	0.3813945094
343	0.3810720392
344	0.381069325
345	0.3809068191
346	0.3808776067
347	0.380658205
348	0.3803739031
349	0.3802905904
350	0.3801713197
351	0.3799980233
352	0.379991303
353	0.3797556264
354	0.3796677283
355	0.3795340338
356	0.3794795897
357	0.3794524677
358	0.3794176913
359	0.3794172486
360	0.3792171893
361	0.3790772943
362	0.3790572932
363	0.3788878142
364	0.3786849741
365	0.3786617895
366	0.3784991428
367	0.3782883387
368	0.3782662059
369	0.3781962387
370	0.3780894832
371	0.3775220832
372	0.3774547091
373	0.3773863957
374	0.3773735811
375	0.3770876979
376	0.377007151
377	0.3768634859
378	0.3767446257
379	0.3767227116
380	0.3766421573
381	0.3765447772
382	0.3765445136
383	0.3763906045
384	0.3761523812
385	0.376045045
386	0.3759052964
387	0.3758538716
388	0.375610389
389	0.3754342757
390	0.3753855173
391	0.3749493086
392	0.3749397032
393	0.3746998638
394	0.3745848439
395	0.3744597238
396	0.3743009044
397	0.3741568042
398	0.3740752046
399	0.3740649272
400	0.373908874
401	0.3738255212
402	0.3736676237
403	0.3736490581
404	0.3732746417
405	0.3732328595
406	0.3732184491
407	0.3731174733
408	0.3730348563
409	0.3727923778
410	0.3726425478
411	0.3722151361
412	0.3720991323
413	0.3719420608
414	0.3719198137
415	0.3718069298
416	0.3716804733
417	0.3715447725
418	0.3714003256
419	0.37138345
420	0.3711858914
421	0.3711111361
422	0.3708452594
423	0.3705996507
424	0.370482416
425	0.3704270526
426	0.3704264205
427	0.3702627888
428	0.3702026543
429	0.3701460075
430	0.3700187008
431	0.3697327185
432	0.3696736868
433	0.369619116
434	0.3695777073
435	0.3694690583
436	0.3693698028
437	0.3692941254
438	0.3691341855
439	0.3688424462
440	0.3687477004
441	0.3687011785
442	0.3684983064
443	0.3684422205
444	0.3682614584
445	0.3682160841
446	0.3681260437
447	0.3680421227
448	0.3679062429
449	0.3677653808
450	0.367757753
451	0.3676367473
452	0.3673398663
453	0.367248522
454	0.3670865287
455	0.367064471
456	0.3669600253
457	0.3668986787
458	0.3668606381
459	0.3668219689
460	0.3667696602
461	0.366638753
462	0.3665043531
463	0.366447447
464	0.3663568412
465	0.366216233
466	0.3662007115
467	0.3661521131
468	0.3661319935
469	0.3657980745
470	0.365623768
471	0.3655891026
472	0.3655891023
473	0.3653984888
474	0.3653556734
475	0.3651272104
476	0.3649025017
477	0.3643737705
478	0.3642728609
479	0.3642148012
480	0.3642148008
481	0.3640299049
482	0.3639516897
483	0.3638873197
484	0.3637644996
485	0.3636304463
486	0.363630446
487	0.3636159511
488	0.3633263537
489	0.3632060055
490	0.3630724558
491	0.3630050486
492	0.3625396237
493	0.3624901741
494	0.362115424
495	0.3619362954
496	0.3619180672
497	0.3615988849
498	0.3615653995
499	0.3611778457
500	0.3611565762
501	0.3611299063
502	0.3610621337
503	0.3609552248
504	0.360918072
505	0.3606000747
506	0.360493764
507	0.3604285819
508	0.3603993998
509	0.3603214736
510	0.3602456516
511	0.3601983504
512	0.3598778191
513	0.3596111457
514	0.3595807877
515	0.3595556067
516	0.3593664321
517	0.3593664298
518	0.3593444605
519	0.359105104
520	0.3591020454
521	0.3590567272
522	0.3589620067
523	0.3588455772
524	0.3588282742
525	0.3585963735
526	0.3584975188
527	0.3584468758
528	0.3582948733
529	0.3581805135
530	0.3580475445
531	0.3579961218
532	0.357866036
533	0.3577986042
534	0.3576553725
535	0.3574914867
536	0.3574788081
537	0.3573999315
538	0.3573993033
539	0.3573497572
540	0.3572977456
541	0.3571914004
542	0.3571226758
543	0.3569103544
544	0.3568607399
545	0.3567235524
546	0.3565140167
547	0.3564656921
548	0.3563709893
549	0.3563306402
550	0.3563247645
551	0.3562200017
552	0.3561719675
553	0.3558773701
554	0.3558596009
555	0.355670488
556	0.3556141955
557	0.3556141955
558	0.3555302165
559	0.3553903183
560	0.3553535746
561	0.355323527
562	0.3553063472
563	0.3552585286
564	0.3552400066
565	0.3552355763
566	0.3551741338
567	0.3549717314
568	0.3548958424
569	0.3547511493
570	0.3547388821
571	0.3547197238
572	0.3545368386
573	0.3545339376
574	0.3543763745
575	0.3541878809
576	0.3541251577
577	0.354026661
578	0.3538715017
579	0.3538421563
580	0.3538227901
581	0.353802569
582	0.3536845553
583	0.3535907419
584	0.3535566562
585	0.3535448241
586	0.353476982
587	0.3532878769
588	0.3531298322
589	0.3531217251
590	0.3530236083
591	0.3528718412
592	0.3528249088
593	0.3525909665
594	0.352230319
595	0.3522184806
596	0.3521861176
597	0.352072774
598	0.3519993207
599	0.3518997278
600	0.3518257354
601	0.3517181569
602	0.3514900581
603	0.3512762562
604	0.3510955375
605	0.3509658516
606	0.350900324
607	0.3507915037
608	0.3507773531
609	0.3507625944
610	0.3506349524
611	0.3504234457
612	0.3503253548
613	0.349974743
614	0.3499414367
615	0.3499246193
616	0.349814128
617	0.3496530139
618	0.3495934427
619	0.3495335213
620	0.3494933119
621	0.3493395113
622	0.349249734
623	0.3491459229
624	0.3489766377
625	0.3488061825
626	0.3488059804
627	0.3487334259
628	0.3486803146
629	0.3486793525
630	0.3486793493
631	0.3486579349
632	0.3484602004
633	0.3484458524
634	0.3484458499
635	0.348375372
636	0.3482644146
637	0.3482457402
638	0.3481354235
639	0.3478241912
640	0.3478020807
641	0.3476771803
642	0.347512986
643	0.3475077904
644	0.3474738623
645	0.3474360051
646	0.3474360004
647	0.347308953
648	0.3471039376
649	0.347017652
650	0.347002709
651	0.3469077486
652	0.3468124046
653	0.3466947615
654	0.3465770669
655	0.3465286034
656	0.346518089
657	0.3462690801
658	0.3460569662
659	0.3460060545
660	0.3459285708
661	0.3458806368
662	0.3457368023
663	0.3455663479
664	0.3455158825
665	0.345408271
666	0.3454066209
667	0.3452111943
668	0.3450606569
669	0.3449359565
670	0.3448404067
671	0.3448225624
672	0.3447819717
673	0.3447559835
674	0.3447559813
675	0.3446602855
676	0.3445171198
677	0.3445087305
678	0.3445087276
679	0.3444573228
680	0.3441566638
681	0.3441304797
682	0.3440593894
683	0.3440490585
684	0.3440041837
685	0.3438933704
686	0.3437461188
687	0.3436761576
688	0.3436409321
689	0.3434661214
690	0.3433890661
691	0.3432496446
692	0.3432398697
693	0.3431337821
694	0.3429757268
695	0.342816372
696	0.3426595568
697	0.3425267297
698	0.3423989568
699	0.3423531209
700	0.3421028056
701	0.3420516249
702	0.3419300183
703	0.3418168059
704	0.3418038898
705	0.3417484389
706	0.3416953974
707	0.3414557985
708	0.3413902116
709	0.3413792625
710	0.3413787786
711	0.3411589332
712	0.3410815132
713	0.341072261
714	0.3409510036
715	0.3407126836
716	0.3403041566
717	0.3400881987
718	0.3399929914
719	0.3399775737
720	0.3398135372
721	0.339667388
722	0.3395394047
723	0.3392986556
724	0.3392239055
725	0.3391576782
726	0.3391072665
727	0.3389508478
728	0.3387742082
729	0.3387593355
730	0.33864641
731	0.3386370739
732	0.3386007299
733	0.3385661866
734	0.338453615
735	0.3384039038
736	0.3382892516
737	0.3381648662
738	0.3380602339
739	0.3377928398
740	0.3376965862
741	0.3373886293
742	0.3373174475
743	0.3371388359
744	0.3370773043
745	0.3370315531
746	0.33700971
747	0.3369246176
748	0.3369077762
749	0.3368627208
750	0.3368011814
751	0.3366417722
752	0.3365351377
753	0.3364196837
754	0.3363788802
755	0.3362739851
756	0.3360941867
757	0.3360480095
758	0.3359326414
759	0.3358427202
760	0.3358291552
761	0.3357739456
762	0.3355701944
763	0.3353547524
764	0.3352536171
765	0.3352082446
766	0.3351458712
767	0.3351431141
768	0.3349825659
769	0.3348482425
770	0.3347240877
771	0.3346510287
772	0.3344245599
773	0.3344142097
774	0.334358909
775	0.3342357662
776	0.3341559731
777	0.334129992
778	0.3341247263
779	0.3340795672
780	0.3339142055
781	0.3339014012
782	0.3338438399
783	0.3337358393
784	0.3336609738
785	0.3333343981
786	0.3332399101
787	0.333232077
788	0.3331069506
789	0.333017032
790	0.3327516769
791	0.3327510593
792	0.332743511
793	0.3325643371
794	0.3325430404
795	0.3325355658
796	0.3324418145
797	0.332379429
798	0.3322484005
799	0.3321531595
800	0.3320273883
801	0.331822486
802	0.3317831389
803	0.3316894063
804	0.3315504113
805	0.331533244
806	0.3313429276
807	0.331294807
808	0.3312190225
809	0.3309977628
810	0.3309838844
811	0.3307908062
812	0.3307785396
813	0.3307196955
814	0.3306586156
815	0.3306393037
816	0.3306129322
817	0.330510331
818	0.3303467423
819	0.3303421991
820	0.3301683191
821	0.3301377363
822	0.3300775321
823	0.3298869436
824	0.3297563638
825	0.3297088006
826	0.3294213961
827	0.3291452524
828	0.3291385541
829	0.3290292441
830	0.3290226351
831	0.3290096763
832	0.3290031919
833	0.3288874071
834	0.3285964674
835	0.3285668029
836	0.3285384135
837	0.3282681924
838	0.3282342086
839	0.3282275637
840	0.3281909249
841	0.328013014
842	0.3280018689
843	0.3279395949
844	0.3279354369
845	0.3279026425
846	0.327852456
847	0.3276297659
848	0.3275706068
849	0.3274677811
850	0.3272650522
851	0.3271676359
852	0.3271177122
853	0.3271057844
854	0.3269538195
855	0.326937549
856	0.3269143649
857	0.3267277506
858	0.3265400335
859	0.3265254495
860	0.3263748549
861	0.3263688772
862	0.3262804271
863	0.3261158468
864	0.3259608467
865	0.3258961218
866	0.3258097544
867	0.3258040213
868	0.3255144784
869	0.3254585437
870	0.3253766624
871	0.3253638298
872	0.3252438697
873	0.3252438599
874	0.3250922529
875	0.3250397554
876	0.32500115
877	0.3249599313
878	0.3249423993
879	0.3249389403
880	0.3249336112
881	0.3248944053
882	0.3247979272
883	0.324635563
884	0.3245686287
885	0.324510956
886	0.324480162
887	0.324443213
888	0.3243300192
889	0.3239431135
890	0.323810481
891	0.3237508731
892	0.3236790233
893	0.3235604882
894	0.323469023
895	0.3234610031
896	0.3231432535
897	0.3230439027
898	0.3230157509
899	0.3228975669
900	0.3228231725
901	0.322764916
902	0.3226934689
903	0.3225069279
904	0.3224606769
905	0.3224101967
906	0.322325123
907	0.3222011246
908	0.3220749512
909	0.3219072232
910	0.3216960079
911	0.3216726152
912	0.3215460405
913	0.3212645021
914	0.3211398391
915	0.3210731214
916	0.3209706643
917	0.3209473605
918	0.3206064425
919	0.3205064213
920	0.3204934403
921	0.3203449381
922	0.3201028007
923	0.3200573087
924	0.3199701169
925	0.3199473674
926	0.319893021
927	0.3197016812
928	0.3196842776
929	0.3195340064
930	0.3194435155
931	0.3191983982
932	0.319080283
933	0.3189779651
934	0.3188911341
935	0.3188791367
936	0.3187100489
937	0.3185610128
938	0.3185247116
939	0.3184988708
940	0.3183382725
941	0.3182508682
942	0.318143865
943	0.3180712441
944	0.3179795793
945	0.3179128488
946	0.317828061
947	0.3178165206
948	0.31774755
949	0.3176872807
950	0.3175781614
951	0.3174301852
952	0.3173679515
953	0.3172545506
954	0.3171981266
955	0.3171754649
956	0.3170803807
957	0.3169592868
958	0.3168168578
959	0.3166766902
960	0.3166511284
961	0.3165278483
962	0.3164093677
963	0.3161917582
964	0.3161196303
965	0.3161026895
966	0.3160168
967	0.3159704164
968	0.3158967647
969	0.3158244709
970	0.3156823362
971	0.3156191337
972	0.3154225315
973	0.3151083041
974	0.3150352819
975	0.3149953921
976	0.3149621914
977	0.3148884955
978	0.3147933752
979	0.3146916703
980	0.3146466754
981	0.3146412198
982	0.3144124936
983	0.3142101028
984	0.3140019257
985	0.3138366961
986	0.3137142258
987	0.3136429275
988	0.3135164151
989	0.3135048734
990	0.3132624301
991	0.3132085688
992	0.3131337453
993	0.3130348388
994	0.3128121534
995	0.3126334128
996	0.3124068869
997	0.3123694097
998	0.3123028582
999	0.3122426348
